@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
0,0,0,1,1,0,0.096533,0,0.081872,0.392341,0.662405,0.760049,0.781022,0.477613,0.642746,0.57901,0.68856,0.398475,0.671012,0.141527,0.388713,0.547255,0.044624,0.029591,0.078367,0.154478,0.193635,0.171347,0.263297,0.265798,0.328488,0.39519,0.26676,0.16606,0.285881,0.205169,0.381302,0.259623,0.028176,0.043783,0.099918,0.281307,0.425244,0.220069,0.508566,0.654436,0.626769,0.494752,0.270866,0.219138,0.313862,0.245573,0.278107,0.225639,0.43723,0.272821,0.909835,0.6397,0.47543,0.406041,0.497986,0.560857,0.720384,0.742301,0.406439,0.280339,0.425265,0.219089,0.282413,0.311953,0.014697,0.698413,0,0.661654,0.035931,0.079686,0.049143
1,1,1,0,0,0,0.487617,0.295795,0.191996,0.85602,0.24289,0.365196,0.456708,0.336869,0.498738,0.478592,0.546893,0.323698,0.713114,0.509749,0.348683,0.28274,0.337049,0.259958,0.101636,0.222368,0.305261,0.343846,0.324259,0.360091,0.382643,0.461535,0.385595,0.259049,0.439308,0.336596,0.345229,0.290888,0.200911,0.20025,0.161383,0.183315,0.29477,0.292763,0.338679,0.364725,0.419664,0.269706,0.250238,0.220193,0.224975,0.227203,0.155834,0.122856,0.366409,0.319302,0.895331,0.384311,0.488346,0.427352,0.305783,0.292061,0.417795,0.368581,0.254134,0.255725,0.270738,0.14866,0.093961,0.170194,0.023942,0.031746,0.012674,0.43609,0.103205,0.084266,0.110862
0,0,0,0,1,0,0.148269,0.032925,0.060015,0.470308,0.592016,0.72223,0.456665,0.748884,0.435463,0.209743,0.361729,0.120443,0.385954,0.188987,0.359631,0.336,0.045683,0.087747,0.031994,0.172543,0.160632,0.367553,0.102435,0.097513,0.131502,0.277668,0.314832,0.302071,0.338959,0.260621,0.482925,0.251889,0.054425,0.115715,0.150933,0.237031,0.404231,0.426271,0.201072,0.209482,0.134945,0.18231,0.211543,0.215588,0.315268,0.235692,0.358546,0.208619,0.331669,0.389092,0.927346,0.516646,0.442123,0.752318,0.276994,0.140985,0.236058,0.32087,0.279616,0.363549,0.45768,0.375258,0.441011,0.429205,0.104618,0.095238,0,0.526316,0.352041,0.00244,0.175895
0,0,0,0,1,1,0.279557,0.430841,0.210623,0.682018,0.321036,0.402492,0.445478,0.512744,0.356847,0.652334,0.472076,0.315223,0.70379,0.338884,0.359631,0.381875,0.287644,0.675331,0.117655,0.296584,0.263997,0.421599,0.428464,0.553569,0.439901,0.620493,0.590109,0.286739,0.463151,0.438194,0.436917,0.311619,0.131486,0.287377,0.077844,0.126562,0.128875,0.127284,0.157156,0.288948,0.151247,0.158656,0.12741,0.055512,0.083236,0.125387,0.0828,0.073536,0.281302,0.439028,0.875468,0.34367,0.124399,0.27037,0.247818,0.358467,0.257867,0.431195,0.350558,0.200611,0.219076,0.193076,0.160051,0.162395,0.009801,0.126984,0,0.120301,0.041981,0,0.013083
1,0,0,0,0,1,0.505267,0.339776,0.103741,0.797589,0.253499,0.410496,0.433062,0.397825,0.547944,0.510192,0.582503,0.358145,0.754753,0.473062,0.442762,0.244907,0.227451,0.178796,0.028649,0.060658,0.043122,0.128225,0.137593,0.214764,0.178416,0.266303,0.229833,0.152709,0.313649,0.246425,0.295929,0.180001,0.051982,0.065129,0.067923,0.107697,0.065614,0.082197,0.280361,0.242387,0.220093,0.08445,0.07506,0.053559,0.101419,0.117232,0.184816,0.065373,0.231468,0.142688,0.94368,0.362348,0.120359,0.148321,0.177521,0.178009,0.305696,0.221258,0.183871,0.116302,0.152758,0.079769,0.081579,0.085801,0.252724,0.142857,0.493969,0.135338,0.518167,0.518369,0.538398
0,0,0,0,0,1,0.280232,0.349473,0.237179,0.664788,0.280472,0.693597,0.435466,0.510179,0.320371,0.402864,0.499684,0.493887,0.294287,0.37532,0.425394,0.303015,0.281717,0.605125,0.113265,0.339625,0.373754,0.488245,0.6725,0.664899,0.533907,0.786505,0.632661,0.301816,0.503941,0.440329,0.518287,0.328525,0.098425,0.220616,0.191675,0.166607,0.198565,0.225724,0.355926,0.477048,0.245506,0.19648,0.101299,0.074385,0.137076,0.109356,0.116728,0.089111,0.291915,0.435737,0.878387,0.512652,0.258614,0.309618,0.489579,0.737636,0.466232,0.528353,0.30442,0.193474,0.231849,0.198199,0.171677,0.118863,0.09724,0.190476,0.113893,0.180451,0.09607,0.239824,0.168475
0,1,0,0,1,0,0.586563,0.675694,0.5897,0.580018,0.162998,0.627965,0.395868,0.71086,0.463505,0.587874,0.664172,0.534237,0.692882,0.542311,0.410388,0.559318,0.621739,0.691149,0.502327,0.568539,0.618805,0.666566,0.574461,0.476219,0.413286,0.567652,0.292733,0.210413,0.281343,0.217881,0.341401,0.17528,0.645275,0.551776,0.781085,0.384071,0.309374,0.32668,0.325847,0.381262,0.205828,0.286049,0.07754,0.071373,0.116871,0.137309,0.132061,0.065699,0.935679,0.250129,0.868717,0.377787,0.530607,0.390701,0.378122,0.532044,0.216437,0.547458,0.262342,0.214474,0.262672,0.272868,0.199458,0.167089,0.523918,0.206349,0.481633,0.195489,0.553489,0.472305,0.53266
0,0,1,1,1,0,0.130089,0.038381,0.078495,0.576291,0.60065,0.62961,0.368522,0.636725,0.332257,0.535581,0.440957,0.370477,0.656221,0.445002,0.238335,0.400568,0.071395,0.090166,0.057991,0.168228,0.177471,0.18072,0.253674,0.286361,0.262549,0.281094,0.297097,0.165673,0.374376,0.263938,0.355474,0.197464,0.082657,0.177143,0.134202,0.215097,0.25061,0.228521,0.315636,0.479688,0.278081,0.323901,0.241935,0.145452,0.308651,0.187081,0.172252,0.140743,0.391969,0.39592,0.91785,0.528312,0.484154,0.289198,0.426286,0.360392,0.304043,0.379823,0.223023,0.182126,0.345311,0.27463,0.175581,0.23157,0.014274,0.142857,0.009186,0.135338,0.071743,0.057524,0.061663
0,0,1,1,1,0,0.156621,0.033199,0.11611,0.401838,1,0.602263,0.188781,0.668436,0.309866,0.534015,0.405857,0.236937,0.280116,0.458852,0.308435,0.376188,0.021402,0.009356,0.109073,0.16488,0.225783,0.195162,0.28861,0.215808,0.218572,0.31735,0.246613,0.163028,0.305358,0.288815,0.211502,0.182559,0.044,0.080209,0.164318,0.343655,0.3926,0.516085,0.433448,0.270214,0.449151,0.366098,0.23687,0.122483,0.23087,0.223802,0.230514,0.155215,0.33558,0.229297,0.893414,0.590815,0.604355,0.426731,0.434409,0.230857,0.390386,0.548586,0.250041,0.178375,0.491,0.280871,0.150066,0.207654,0.049586,0.079365,0.005281,0.075188,0.268335,0.020171,0.141406
0,1,0,0,0,0,0.423468,0.612905,0.637798,0.337486,0.391792,0.793695,0.344661,0.727968,0.436903,0.765439,0.610371,0.539078,0.717198,0.56456,0.36522,0.495104,0.875236,0.87894,0.527169,0.702428,0.621143,0.654118,0.471386,0.325714,0.22631,0.239012,0.226922,0.111447,0.186241,0.275463,0.243378,0.172746,0.212478,0.464773,0.213103,0.276803,0.195227,0.108793,0.055859,0.096795,0.109895,0.105566,0.055344,0.029926,0.035036,0.038304,0.069975,0.039248,0.701456,0.097972,0.667306,0.429663,0.441823,0.477033,0.078483,0.205312,0.153249,0.233581,0.138654,0.066914,0.123676,0.15417,0.094435,0.063075,0.60083,0.190476,0.636244,0.180451,0.75976,0.660748,0.75144
0,0,0,0,0,1,0,0.877945,0.901952,0.259437,0.691311,0.829686,0.449818,0.618629,0.547988,0.631282,0.56852,0.409549,0.690857,0.514054,0.33319,0.289906,0.010466,0.994183,0.933009,0.399481,0.601706,0.245673,0.291806,0.299171,0.348783,0.4109,0.408948,0.064089,0.528827,0.383766,0.323016,0.423655,0.041595,0.372715,1,0.226096,0.294677,0.115866,0.117952,0.160215,0.098865,0.060775,0.027226,0.022686,0.031616,0.031829,0.035916,0.03314,0.381998,0.060191,0.72001,0.495173,0.534196,0.169648,0.136323,0.202026,0.20666,0.273715,0.210669,0.097659,0.327003,0.15359,0.09917,0.232859,0.197969,0.190476,0.4127,0.180451,0.299918,0.520948,0.430029
0,0,0,1,1,0,0.244343,0.113568,0.09292,0.391957,0.538775,0.473877,0.489317,0.582846,0.507455,0.505833,0.545104,0.322183,0.786701,0.426235,0.356696,0.508085,0.265598,0.204142,0.090865,0.177178,0.327041,0.393065,0.258948,0.321632,0.216419,0.492008,0.259077,0.17747,0.314481,0.184895,0.303774,0.134185,0.224399,0.271049,0.296583,0.197701,0.370027,0.236228,0.231235,0.251877,0.366455,0.401747,0.204558,0.13909,0.245074,0.177427,0.211492,0.178155,0.89666,0.489692,0.923992,0.636191,0.647622,0.630936,0.330619,0.438138,0.341457,0.631943,0.227101,0.144131,0.42854,0.080179,0.169392,0.113887,0.026563,0.428571,0.063997,0.406015,0.08525,0.069695,0.226155
0,1,0,0,0,1,0.358683,0.49969,0.270434,0.523219,0.19947,0.541424,0.328727,0.491158,0.434697,0.394286,0.560969,0.333243,0.904218,0.726603,0.453856,0.362015,0.402406,0.681223,0.143784,0.403423,0.401717,0.526376,0.39863,0.5014,0.292194,0.578861,0.347666,0.203293,0.550669,0.358684,0.44169,0.31072,0.095646,0.353097,0.091112,0.223241,0.065377,0.49851,0.136837,0.37177,0.135205,0.130516,0.210878,0.066807,0.233391,0.083424,0.108792,0.095528,0.236775,0.437966,0.858481,0.445183,0.294991,0.546537,0.178563,0.473969,0.331237,0.380767,0.342767,0.101383,0.31176,0.134043,0.129657,0.242717,0.563746,0.222222,0.450565,0.210526,0.505309,0.441839,0.498375
0,0,0,0,0,1,0.278661,0.187795,0.262843,0.717042,0.370331,0.4705,0.399577,0.611066,0.384851,0.491356,0.531222,0.282393,0.477946,0.552497,0.445893,0.319862,0.322019,0.378124,0.13792,0.324506,0.403402,0.484066,0.468324,0.632793,0.442327,0.597899,0.498562,0.31293,0.458497,0.357652,0.38896,0.288658,0.090162,0.17595,0.100857,0.059084,0.19605,0.10735,0.167963,0.378964,0.173215,0.148952,0.062099,0.075011,0.088428,0.086028,0.075146,0.055082,0.519601,0.372689,0.875163,0.553449,0.387845,0.307398,0.198674,0.465879,0.35572,0.364024,0.238545,0.156666,0.168239,0.127054,0.120271,0.131348,0.117019,0.238095,0.001487,0.225564,0.210563,0.025633,0.114009
1,0,0,0,0,1,0.409927,0.177913,0.119668,0.6177,0.572229,0.078231,0.362937,0.2258,0.626072,0.558967,0.736731,0.476288,0.154517,0.393099,0.564387,0.407506,0.137892,0.101591,0.138096,0.203497,0.368981,0.26332,0.112973,0.092962,0.181376,0.19324,0.169885,0.130898,0.20928,0.171636,0.3412,0.058575,0.01734,0.010916,0.063931,0.074092,0.192091,0.20909,0.083702,0.120225,0.188077,0.116219,0.088286,0.045507,0.100136,0.033849,0.129519,0.039553,0.262408,0.18843,0.872985,0.484295,0.364878,0.325012,0.09838,0.040769,0.187945,0.1865,0.163757,0.057705,0.185883,0.022151,0.100038,0.015092,0.291971,0.190476,0.419126,0.180451,0.314244,0.425717,0.39529
0,1,1,0,0,0,0.228026,0.109648,0.291862,0.684646,0.544746,0.571375,0.697535,0.484926,0.392855,0.156092,0.47165,0.115674,0.456398,0.268197,0.373789,0.350682,0.335532,0.363227,0.233747,0.275718,0.353079,0.446552,0.443244,0.40885,0.506339,0.567963,0.520552,0.314016,0.400658,0.317602,0.429856,0.266929,0.066131,0.14416,0.129917,0.221325,0.214393,0.334304,0.34572,0.351928,0.381297,0.445787,0.347102,0.249739,0.361601,0.248958,0.233641,0.172891,0.520372,0.348735,0.818843,0.601903,0.359844,0.5236,0.457277,0.314221,0.409973,0.339989,0.347784,0.240174,0.445214,0.141451,0.177711,0.104971,0.1351,0.190476,0.030557,0.180451,0.224878,0.136787,0.179813
1,1,0,0,0,0,0.695315,0.590469,0.172962,0.724971,0.292447,0.533255,0.229245,0.692499,0.199437,0.171181,0.587099,0.613184,0.786866,0.452009,0.264015,0.329934,0.67398,0.65786,0.128525,0.178716,0.346661,0.437016,0.385832,0.340954,0.262838,0.455972,0.221463,0.115486,0.240339,0.171492,0.472489,0.139989,0.18534,0.266622,0.190854,0.060251,0.081262,0.134602,0.050138,0.200385,0.10539,0.106772,0.016892,0.029654,0.028792,0.018505,0.06034,0.022332,0.181157,0.024962,0.882568,0.402283,0.078998,0.180429,0.120769,0.161862,0.087477,0.176506,0.03053,0.04484,0.076295,0.000158,0.046434,0.079435,0.840667,0.206349,0.922963,0.195489,0.74888,0.931533,0.880554
0,0,1,1,1,0,0.144597,0.049011,0.193995,0.542944,0.591764,0.599228,0.52919,0.72078,0.332062,0.561632,0.842397,0.363427,0.464336,0.598488,0.335976,0.178059,0.133211,0.149782,0.143894,0.182586,0.438773,0.352607,0.280026,0.249407,0.334679,0.573224,0.422547,0.259696,0.409547,0.38541,0.452856,0.2484,0.089601,0.162225,0.147763,0.18513,0.403412,0.266445,0.202484,0.333118,0.242181,0.187994,0.17667,0.160593,0.191339,0.125257,0.170377,0.119142,0.402802,0.336204,0.885966,0.462373,0.247764,0.225991,0.212113,0.200177,0.261642,0.487105,0.286833,0.163913,0.192092,0.164516,0.161507,0.209739,0.044703,0.793651,0,0.75188,0.077026,0.102478,0.164995
0,1,0,0,0,0,0.303432,0.198995,0.08586,0.852213,0.352705,0.36768,0.529555,0.452526,0.272796,0.617689,0.562485,0.51807,0.556714,0.636713,0.271586,0.330259,0.120002,0.128937,0.049421,0.052579,0.05886,0.117515,0.210692,0.167186,0.140396,0.312427,0.220977,0.128551,0.233408,0.191275,0.214476,0.155288,0.036121,0.193415,0.195785,0.184583,0.253135,0.284587,1,0.36763,0.37915,0.488314,0.186265,0.113456,0.216028,0.191718,0.177744,0.134199,0.327445,0.294833,0.935839,0.428211,0.202054,0.176791,0.42218,0.155781,0.250283,0.423042,0.123643,0.13424,0.139843,0.180653,0.064063,0.090897,0.023206,0.301587,0.04405,0.285714,0.099365,0.127966,0.139928
0,0,0,0,0,1,0.537182,0.540447,0.134748,0.787345,0.129166,0.656119,0.393123,0.494864,0.473522,0.439378,0.260844,0.374693,0.77992,0.257166,0.196042,0.227873,0.517832,0.600146,0.063723,0.218574,0.309776,0.428087,0.544099,0.443358,0.367601,0.51533,0.579351,0.356388,0.576462,0.346802,0.474396,0.243968,0.209174,0.282755,0.064107,0.074965,0.1567,0.170407,0.317019,0.357309,0.336602,0.172807,0.296544,0.149368,0.417378,0.160817,0.198769,0.084952,0.441545,0.170443,0.918852,0.351719,0.263131,0.371861,0.490371,0.279473,0.302564,0.419212,0.236562,0.297646,0.284758,0.218875,0.125961,0.159767,0.015151,0.555556,0.152111,0.526316,0.140028,0,0.246085
0,0,1,0,0,0,0.321401,0.182252,0.190606,0.707852,0.467847,0.006722,0.711978,0.346019,0.668475,0.445811,0.453526,0.60676,0.623216,0.798083,0.283501,0.490184,0.187211,0.128699,0.092658,0.208564,0.250772,0.28774,0.357382,0.343817,0.512199,0.564878,0.449278,0.356349,0.467855,0.437888,0.473552,0.255727,0.146636,0.201742,0.06399,0.221497,0.356051,0.248403,0.405029,0.488777,0.464634,0.214083,0.258045,0.218303,0.308227,0.3041,0.162874,0.10527,0.300141,0.224163,0.896855,0.440381,0.301225,0.316524,0.318369,0.375403,0.522598,0.508319,0.23075,0.227954,0.278482,0.171001,0.161534,0.125814,0.014027,0.222222,0.127767,0.210526,0.04282,0.194518,0.11486
0,0,0,1,1,0,0.132363,0.011468,0.062014,0.261546,0.61247,1,0.816649,0.609951,0.327747,0.602389,0.526334,0.293369,0.861764,0.087629,0.279378,0.230112,0.054465,0.043204,0.057694,0.246989,0.289051,0.155407,0.325796,0.222201,0.260598,0.387435,0.217644,0.151564,0.335883,0.258741,0.369631,0.244304,0.074946,0.110558,0.163262,0.463511,0.536064,0.271656,0.532766,0.410875,0.515451,0.420249,0.188831,0.143956,0.358177,0.193142,0.236664,0.204594,0.411359,0.308291,0.922772,0.698171,0.646022,0.397848,0.706679,0.498429,0.814773,0.710794,0.403666,0.29398,0.438655,0.253084,0.326922,0.391915,0.015065,0.555556,0.008687,0.526316,0.047562,0.015665,0.040531
1,0,0,0,1,1,0.392833,0.254034,0.068012,0.916195,0.386628,0.269831,0.547368,0.383192,0.349755,0.373685,0.502427,0.285826,0.402007,0.363039,0.329747,0.346936,0.095491,0.077804,0.040047,0,0.045649,0.064054,0.037212,0.086783,0.066181,0.111844,0.089074,0.063256,0.152163,0.11516,0.137215,0.105834,0.03512,0.032761,0.089351,0,0.073386,0.126858,0.128787,0.166548,0.137965,0.107459,0.039433,0.046376,0.062301,0.037079,0.06801,0.045524,0.274306,0.188148,0.93205,0.443737,0.224621,0.153243,0.115723,0.089191,0.078145,0.118759,0.049548,0.041726,0.07529,0.031545,0.024989,0.034069,0.047694,0.222222,0.105851,0.210526,0.354272,0.281296,0.372701
1,0,0,0,0,1,0.435395,0.277948,0.145852,0.865846,0.278029,0.387783,0.386372,0.413149,0.30205,0.53703,0.502229,0.425465,0.780849,0.361563,0.358969,0.325757,0.262254,0.287113,0.062689,0.167285,0.208067,0.263508,0.433361,0.47271,0.428704,0.506044,0.455145,0.29032,0.51595,0.320521,0.401486,0.273051,0.093522,0.152802,0.164084,0.03886,0.131867,0.235041,0.332022,0.436807,0.205412,0.240631,0.142991,0.094316,0.234231,0.078242,0.114678,0.071436,0.305889,0.274857,0.911099,0.42808,0.280643,0.287131,0.282974,0.344584,0.467306,0.408066,0.235041,0.162252,0.279994,0.069944,0.131247,0.113164,0.16247,0.603175,0.236405,0.571429,0.317625,0.108762,0.397799
0,0,1,0,0,1,0.298541,0.241755,0.280612,0.631298,0.34444,0.664489,0.476055,0.714195,0.329396,0.670956,0.505388,0.407833,0.510055,0.540249,0.338143,0.20328,0.347899,0.487808,0.16141,0.352155,0.391093,0.507678,0.626769,0.628277,0.590085,0.70029,0.761487,0.344936,0.700613,0.552716,0.539969,0.29972,0.102056,0.321945,0.158272,0.122457,0.156203,0.219524,0.255059,0.352946,0.298271,0.202995,0.125239,0.079098,0.314542,0.135284,0.129211,0.068294,0.420962,0.365144,0.899425,0.405577,0.263641,0.375823,0.321746,0.377294,0.398859,0.333488,0.397743,0.16765,0.386298,0.15012,0.133265,0.096434,0.008211,0.555556,0,0.526316,0.021007,0.041967,0.023756
0,1,1,0,0,0,0.316747,0.176816,0.184857,0.617934,0.368813,0.376534,0.597428,0.556337,0.190523,0.583532,0.846497,0.502437,0.337375,0.220881,0.436231,0.311536,0.214725,0.221995,0.098797,0.204725,0.248309,0.518933,0.542228,0.422153,0.341443,0.421096,0.434701,0.202358,0.40367,0.380256,0.395389,0.26161,0.107156,0.097622,0.086533,0.118392,0.217696,0.25191,0.357384,0.440406,0.244719,0.162487,0.24146,0.134456,0.162677,0.203758,0.142375,0.139177,0.322561,0.290216,0.888536,0.46194,0.343161,0.478648,0.562102,0.308976,0.284439,0.410221,0.323133,0.217186,0.404115,0.186217,0.147114,0.118568,0.036489,0.238095,0.293034,0.225564,0.241952,0.315747,0.284027
0,0,1,1,1,0,0.126618,0.004515,0.053396,0.462739,0.632344,0.70408,0.690289,0.567802,0.779319,0.439432,0.583475,0.394575,0.496367,0.6286,0.335292,0.217777,0.020083,0.011194,0.099051,0.126128,0.221988,0.194363,0.124121,0.189853,0.231923,0.361207,0.326443,0.244446,0.264906,0.322311,0.411289,0.376478,0.019754,0.051653,0.174768,0.137392,0.297468,0.224318,0.214932,0.398919,0.633856,0.477789,0.299033,0.269483,0.27667,0.391465,0.482991,0.285369,0.358752,0.248404,0.891367,0.592292,0.486028,0.346705,0.198285,0.298221,0.368228,0.490075,0.427333,0.371831,0.374999,0.294855,0.274482,0.383896,0.039967,0.793651,0,0.75188,0.136249,0.260829,0.22023
0,0,0,1,1,0,0.155358,0.089271,0.119533,0.730375,0.474642,0.398949,0.449314,0.417795,0.524946,0.714529,0.647406,0.529983,0.60039,0.472912,0.2335,0.545244,0.14302,0.241667,0.074384,0.171951,0.189569,0.238363,0.205777,0.263791,0.306044,0.515014,0.401071,0.251296,0.345648,0.413198,0.385869,0.199264,0.100671,0.14934,0.157156,0.075635,0.121913,0.173655,0.235158,0.21014,0.351098,0.226535,0.187556,0.224504,0.1899,0.175695,0.196048,0.134169,0.368667,0.419528,0.903127,0.479081,0.439643,0.400288,0.280699,0.261559,0.387603,0.633223,0.333504,0.173249,0.235255,0.284588,0.139944,0.145399,0.02265,0.190476,0,0.180451,0.095258,0,0.038272
0,1,0,0,0,0,0.336897,0.331564,0.19282,0.663882,0.34937,0.586182,0.385497,0.543635,0.36633,0.485313,0.495113,0.350275,0.519907,0.494342,0.381748,0.354619,0.363529,0.596451,0.162059,0.231975,0.334251,0.340063,0.470837,0.475018,0.361179,0.552264,0.406566,0.23799,0.34085,0.361474,0.463545,0.311602,0.153206,0.257462,0.057297,0.12283,0.248772,0.294515,0.372405,0.51592,0.278201,0.295185,0.235546,0.152158,0.181628,0.145994,0.245708,0.149348,0.403977,0.292345,0.858002,0.413425,0.375216,0.331496,0.451838,0.465019,0.449984,0.48931,0.229315,0.262832,0.227399,0.30842,0.226208,0.30772,0.253528,0.761905,0,0.721805,0.011364,0.291111,0.156528
0,1,1,0,0,0,0.280696,0.271472,0.360236,0.5529,0.258248,0.444216,0.665244,0.458951,0.618007,0.58361,0.61092,0.453218,0.758104,0.74698,0.529473,0.67833,0.440671,0.580241,0.369214,0.444831,0.551845,0.562137,0.63788,0.454401,0.474109,0.62856,0.614183,0.380434,0.44001,0.461497,0.495311,0.283718,0.153168,0.268752,0.151403,0.201276,0.297058,0.267198,0.421854,0.475235,0.313243,0.214259,0.287093,0.167469,0.167012,0.189194,0.244108,0.086044,0.424965,0.391297,0.813137,0.48842,0.30834,0.40063,0.348189,0.307161,0.329809,0.498587,0.339334,0.293901,0.276273,0.28955,0.26221,0.141665,0.043333,0.52381,0,0.496241,0.156085,0.01192,0.091733
1,0,0,0,0,1,0.416978,0.242323,0.145129,0.754244,0.341582,0.39053,0.554964,0.394064,0.32315,0.617053,0.553571,0.405255,0.356143,0.69665,0.291734,0.501793,0.320942,0.287404,0.075033,0.206284,0.205115,0.393968,0.722746,0.655281,0.414061,0.592938,0.640008,0.351752,0.563689,0.481161,0.43321,0.272259,0.138149,0.149206,0.154867,0.110822,0.205819,0.265511,0.410164,0.281768,0.162896,0.198195,0.123159,0.122499,0.126734,0.173887,0.142002,0.083635,0.308955,0.233245,0.914801,0.41027,0.232054,0.566224,0.506995,0.511591,0.406776,0.554976,0.362043,0.243071,0.37346,0.172876,0.116857,0.13033,0.015044,0.619048,0,0.586466,0.019138,0.029235,0.013404
1,0,0,0,0,1,0.399917,0.358394,0.151093,0.813162,0.234127,0.556538,0.360651,0.53534,0.311273,0.675585,0.532089,0.405578,0.544812,0.585291,0.369926,0.286161,0.349738,0.465625,0.094155,0.171513,0.199971,0.148834,0.272598,0.202176,0.264862,0.431236,0.32813,0.189825,0.301642,0.27871,0.340389,0.25873,0.191928,0.361961,0.109252,0.072295,0.146618,0.08983,0.213979,0.249663,0.145727,0.164091,0.153527,0.07597,0.164386,0.13163,0.191498,0.148367,0.314353,0.278893,0.915759,0.42708,0.284356,0.156056,0.473276,0.173892,0.380157,0.306069,0.321366,0.128594,0.271881,0.173674,0.175825,0.213215,0.057412,0.698413,0,0.661654,0.075947,0.138382,0.155062
